"","wk","wk_name","politician_id","profile_url","party_id","party","listenplatz","titel","vorname","nachname","geburtsname","geschlecht","geburtsjahr","ausbildung","wohnort","beruf","aw_fragen","aw_beantwortet"
"42",172,"Lahn-Dill",176257,"https://www.abgeordnetenwatch.de/profile/niklas-hartmann",16,"Die PARTEI",NA,NA,"Niklas","Hartmann",NA,"m",2000,"Auszubildender Bankkaufmann","Oberquembach","Auszubildender Bankkaufmann",NA,NA
"43",172,"Lahn-Dill",176126,"https://www.abgeordnetenwatch.de/profile/heiko-schuster",201,"dieBasis",NA,NA,"Heiko","Schuster",NA,NA,NA,NA,NA,NA,NA,NA
"44",172,"Lahn-Dill",145769,"https://www.abgeordnetenwatch.de/profile/willi-wagner",9,"AfD",NA,NA,"Willi","Wagner",NA,"m",1951,NA,NA,NA,NA,NA
"45",172,"Lahn-Dill",135268,"https://www.abgeordnetenwatch.de/profile/hans-juergen-irmer",2,"CDU",NA,NA,"Hans-Jürgen","Irmer",NA,"m",1952,"Studium der Fächer Englisch, Erdkunde und Sozialkunde",NA,"MdB",15,NA
"46",172,"Lahn-Dill",135176,"https://www.abgeordnetenwatch.de/profile/carsten-seelmeyer",4,"FDP",NA,NA,"Carsten","Seelmeyer",NA,"m",1969,NA,NA,"Geschäftsführer in der Touristik",NA,NA
"47",172,"Lahn-Dill",159490,"https://www.abgeordnetenwatch.de/profile/caroline-krohn",5,"Bündnis 90/Die Grünen",NA,NA,"Caroline","Krohn",NA,"f",1980,"Politikwissenschaftlerin M.A.","Braunfels","Geschäftsführerin",NA,NA
"48",172,"Lahn-Dill",175338,"https://www.abgeordnetenwatch.de/profile/christiane-ohnacker",8,"DIE LINKE",7,NA,"Christiane","Ohnacker",NA,"f",NA,"Krankenschwester",NA,"Krankenschwester",NA,NA
"49",172,"Lahn-Dill",79036,"https://www.abgeordnetenwatch.de/profile/dagmar-schmidt",1,"SPD",NA,NA,"Dagmar","Schmidt",NA,"f",1973,"Historikerin",NA,"MdB",33,33
"50",173,"Gießen",176753,"https://www.abgeordnetenwatch.de/profile/holger-kloetzner",193,"Volt",NA,NA,"Holger","Klötzner",NA,NA,1988,"Wirtschaftsinformatik-Studium, Fachinformatiker für Systemintegration","Gießen","COO (operativer Geschäftsführer)",NA,NA
"51",173,"Gießen",29849,"https://www.abgeordnetenwatch.de/profile/henning-maecherle",23,"DKP",8,NA,"Henning","Mächerle",NA,"m",1968,"Fachinformatiker",NA,"Fachinformatiker",NA,NA
"52",173,"Gießen",176329,"https://www.abgeordnetenwatch.de/profile/stephan-kruedener",201,"dieBasis",NA,NA,"Stephan","Krüdener",NA,NA,NA,NA,NA,NA,NA,NA
"53",173,"Gießen",176070,"https://www.abgeordnetenwatch.de/profile/darwin-walter",16,"Die PARTEI",18,NA,"Darwin","Walter",NA,"m",1994,"Abitur","Gießen","Rechtswissenschaftler",NA,NA
"54",173,"Gießen",146442,"https://www.abgeordnetenwatch.de/profile/diego-semmler",7,"FREIE WÄHLER",NA,"Dr.","Diego","Semmler",NA,"m",1986,"Dr.rer.nat.","Laubach","Physiker",NA,NA
"55",173,"Gießen",145770,"https://www.abgeordnetenwatch.de/profile/uwe-schulz-0",9,"AfD",3,NA,"Uwe","Schulz",NA,"m",1961,"Siehe Lebenslauf",NA,"MdB",10,10
"56",173,"Gießen",79432,"https://www.abgeordnetenwatch.de/profile/helge-braun",2,"CDU",NA,NA,"Helge","Braun",NA,"m",1972,"Arzt",NA,"Bundesminister für besondere Aufgaben und Chef des Bundeskanzleramts, MdB",81,47
"57",173,"Gießen",175717,"https://www.abgeordnetenwatch.de/profile/dennis-pucher",4,"FDP",NA,NA,"Dennis","Pucher",NA,"m",1979,"M. A. Sozial- und Kulturwissenschaft","Lich","Selbstständiger",NA,NA
"58",173,"Gießen",175539,"https://www.abgeordnetenwatch.de/profile/behzad-borhani",5,"Bündnis 90/Die Grünen",NA,NA,"Behzad","Borhani",NA,NA,1984,"Politologe M.A.","Fernwald","Politologe M.A.",NA,NA
"59",173,"Gießen",175425,"https://www.abgeordnetenwatch.de/profile/felix-doering",1,"SPD",NA,NA,"Felix","Döring",NA,"m",1991,"Gymnasiallehrer","Gießen","pädagogischer Vorbereitungsdienst Gesamtschule Hungen",NA,NA
"60",173,"Gießen",120819,"https://www.abgeordnetenwatch.de/profile/ali-abass-yahya-al-dailami",8,"DIE LINKE",2,NA,"Ali Abass Yahya","Al-Dailami",NA,"m",1981,"Restaurantfachmann",NA,"Angestellter",NA,NA
"61",174,"Fulda",176748,"https://www.abgeordnetenwatch.de/profile/nuha-sharif-ali",8,"DIE LINKE",6,NA,"Nuha","Sharif-Ali",NA,"f",NA,NA,NA,NA,NA,NA
"62",174,"Fulda",176273,"https://www.abgeordnetenwatch.de/profile/petra-herchenroeder",201,"dieBasis",NA,NA,"Petra","Herchenröder",NA,NA,NA,NA,NA,NA,NA,NA
"63",174,"Fulda",159481,"https://www.abgeordnetenwatch.de/profile/peter-klug",7,"FREIE WÄHLER",NA,NA,"Peter","Klug",NA,"m",1979,"Verwaltungsfachwirt","Flieden","Verwaltungsfachwirt",NA,NA
"64",174,"Fulda",78881,"https://www.abgeordnetenwatch.de/profile/michael-brand",2,"CDU",NA,NA,"Michael","Brand",NA,"m",1973,"Studium der Politikwissenschaft, Geschichte und Rechtswissenschaft",NA,"MdB",31,30
"65",174,"Fulda",135322,"https://www.abgeordnetenwatch.de/profile/juergen-lenders",4,"FDP",NA,NA,"Jürgen","Lenders",NA,"m",1966,NA,NA,"MdL, Selbstständiger Kaufmann",1,1
"66",174,"Fulda",175566,"https://www.abgeordnetenwatch.de/profile/gianina-zimmermann",5,"Bündnis 90/Die Grünen",NA,NA,"Gianina","Zimmermann",NA,"f",NA,"Krankenschwester, Personalreferentin, Diplom-Coach",NA,"Sprecherin der Landesarbeitsgemeinschaft Hessischer Frauenbüros, Frauenbeauftragte im Klinikum Frankfurt-Höchst GmbH",NA,NA
"67",174,"Fulda",79236,"https://www.abgeordnetenwatch.de/profile/birgit-koempel",1,"SPD",NA,NA,"Birgit","Kömpel","Schwab","f",1967,"Personalberaterin","Eichenzell (Fulda)","Personalberaterin/Senior Recruiterin",NA,NA
"68",175,"Main-Kinzig - Wetterau II - Schotten",176035,"https://www.abgeordnetenwatch.de/profile/carsten-hildebrandt",7,"FREIE WÄHLER",NA,NA,"Carsten","Hildebrandt",NA,"m",1972,"Energieelektroniker","Erlensee","Sales-Manager",NA,NA
"69",175,"Main-Kinzig - Wetterau II - Schotten",176032,"https://www.abgeordnetenwatch.de/profile/brigitte-meyer-simon",201,"dieBasis",NA,NA,"Brigitte","Meyer-Simon",NA,NA,NA,NA,NA,NA,NA,NA
"70",175,"Main-Kinzig - Wetterau II - Schotten",145771,"https://www.abgeordnetenwatch.de/profile/mariana-harder-kuehnel",9,"AfD",1,NA,"Mariana","Harder-Kühnel",NA,"f",1974,"Juristin",NA,"MdB, Rechtsanwältin",14,14
"71",175,"Main-Kinzig - Wetterau II - Schotten",175895,"https://www.abgeordnetenwatch.de/profile/johannes-wiegelmann",2,"CDU",NA,NA,"Johannes","Wiegelmann",NA,"m",1993,"Jurist","Bad Soden-Salmünster","Kommunalpolitiker im MKK & BSS",1,NA
"72",175,"Main-Kinzig - Wetterau II - Schotten",175691,"https://www.abgeordnetenwatch.de/profile/andrea-rahn-farr",4,"FDP",NA,NA,"Andrea","Rahn-Farr",NA,"f",NA,NA,"Büdingen","Landwirtin",NA,NA
"73",175,"Main-Kinzig - Wetterau II - Schotten",175602,"https://www.abgeordnetenwatch.de/profile/knut-maximilian-kiesel",5,"Bündnis 90/Die Grünen",22,NA,"Knut Maximilian","Kiesel",NA,"m",1989,"promovierter Physiker","Maintal","Unternehmensberater",1,NA
"74",175,"Main-Kinzig - Wetterau II - Schotten",175339,"https://www.abgeordnetenwatch.de/profile/stella-luise-smith",8,"DIE LINKE",NA,NA,"Stella Luise","Smith",NA,"f",2001,NA,"Nidda","Studentin der Biologie",NA,NA
"75",175,"Main-Kinzig - Wetterau II - Schotten",78840,"https://www.abgeordnetenwatch.de/profile/bettina-mueller",1,"SPD",NA,NA,"Bettina","Müller",NA,"f",1959,"Krankenschwester, Rechtsanwältin",NA,"MdB",22,14
"76",176,"Hochtaunus",159514,"https://www.abgeordnetenwatch.de/profile/andre-pabst",8,"DIE LINKE",NA,NA,"André","Pabst",NA,"m",1963,"Technikinformatiker, statl. gepr. Betriebswirt",NA,"statl. gepr. Betriebswirt",NA,NA
"77",176,"Hochtaunus",176356,"https://www.abgeordnetenwatch.de/profile/thomas-schumbert",201,"dieBasis",NA,NA,"Thomas","Schumbert","Schumbert","m",1966,"Ökonom","Oberursel","Angestellter",NA,NA
"78",176,"Hochtaunus",176133,"https://www.abgeordnetenwatch.de/profile/hubert-horn",7,"FREIE WÄHLER",NA,NA,"Hubert","Horn",NA,"m",1968,"1. Staatsexamen Lehramt an Grundschulen","Friedrichsdorf","IT-Fachmann",NA,NA
"79",176,"Hochtaunus",79237,"https://www.abgeordnetenwatch.de/profile/markus-koob",2,"CDU",NA,NA,"Markus","Koob",NA,"m",1977,"Studium der Politikwissenschaften",NA,"MdB",15,11
"80",176,"Hochtaunus",175755,"https://www.abgeordnetenwatch.de/profile/katja-adler",4,"FDP",NA,NA,"Katja","Adler",NA,"f",1974,NA,"Oberursel","Vorsitzende der Freien Demokraten in Oberursel",NA,NA
"81",176,"Hochtaunus",175545,"https://www.abgeordnetenwatch.de/profile/christian-tramnitz",5,"Bündnis 90/Die Grünen",14,NA,"Christian","Tramnitz",NA,"m",1979,"Fachinformatiker","Grävenwiesbach","Informatiker",NA,NA
"82",176,"Hochtaunus",175391,"https://www.abgeordnetenwatch.de/profile/alicia-bokler",1,"SPD",NA,NA,"Alicia","Bokler",NA,"f",1993,NA,"Villmar","Biotechnologin",NA,NA
"83",177,"Wetterau I",176098,"https://www.abgeordnetenwatch.de/profile/eva-rosen",201,"dieBasis",NA,NA,"Eva","Rosen","Karadoukas","f",1985,"Kommunikationsdesigner","Karben","Projektmanager",1,NA
"84",177,"Wetterau I",176036,"https://www.abgeordnetenwatch.de/profile/cenk-goenuel",7,"FREIE WÄHLER",NA,NA,"Cenk","Gönül",NA,"m",1970,"Techniker","Reichelsheim","Geschäftsführer - Unternehmer",NA,NA
"85",177,"Wetterau I",135453,"https://www.abgeordnetenwatch.de/profile/stephan-flindt",6,"PIRATEN",NA,NA,"Stephan","Flindt",NA,"m",1959,"Informatiker",NA,NA,NA,NA
"86",177,"Wetterau I",147215,"https://www.abgeordnetenwatch.de/profile/andreas-lichert",9,"AfD",NA,NA,"Andreas","Lichert",NA,"m",1975,"Duales Studium",NA,"MdL",1,NA
"87",177,"Wetterau I",175832,"https://www.abgeordnetenwatch.de/profile/armin-haeuser",2,"CDU",NA,NA,"Armin","Häuser",NA,NA,1964,"Diplom-Verwaltungswirt",NA,NA,NA,NA
"88",177,"Wetterau I",135407,"https://www.abgeordnetenwatch.de/profile/peter-heidt",4,"FDP",NA,NA,"Peter","Heidt",NA,"m",1965,"Jurist",NA,"Rechtsanwalt",10,3
"89",177,"Wetterau I",175631,"https://www.abgeordnetenwatch.de/profile/michaela-colletti",5,"Bündnis 90/Die Grünen",27,NA,"Michaela","Colletti","Kreiling",NA,1964,"Wirtschaftsdolmetscherin","Rosbach v. d. H.","Inhaberin eines Sprachenservices, Stadtverordnete Rosbach, Kreistagsabgeordnete Wetterau, Vorsitzende Ortsverband Rosbach und Kreisverband Wetterau",1,NA
"90",177,"Wetterau I",146131,"https://www.abgeordnetenwatch.de/profile/julian-eder",8,"DIE LINKE",NA,NA,"Julian","Eder",NA,"m",1998,NA,"Bad Nauheim","Auszubildender",NA,NA
"91",177,"Wetterau I",146824,"https://www.abgeordnetenwatch.de/profile/natalie-pawlik",1,"SPD",NA,NA,"Natalie","Pawlik",NA,"f",1992,"Geschichts- und Kulturwissenschaften B.A.",NA,"Wissenschaftliche Mitarbeiterin (MdEP) und Studentin",1,NA
"92",178,"Rheingau-Taunus - Limburg",176150,"https://www.abgeordnetenwatch.de/profile/jens-meyer-1",201,"dieBasis",NA,NA,"Jens","Meyer",NA,NA,1969,"Fachwirt für Finanzberatung (IHK)",NA,"selbstständiger Finanzdienstleister",1,NA
"93",178,"Rheingau-Taunus - Limburg",176028,"https://www.abgeordnetenwatch.de/profile/bianka-roessler",7,"FREIE WÄHLER",NA,NA,"Bianka","Rössler","Rössler","f",1977,NA,"Rüdesheim",NA,2,NA
"94",178,"Rheingau-Taunus - Limburg",175943,"https://www.abgeordnetenwatch.de/profile/marcus-resch",9,"AfD",NA,NA,"Marcus","Resch",NA,NA,NA,NA,NA,NA,1,NA
"95",178,"Rheingau-Taunus - Limburg",78914,"https://www.abgeordnetenwatch.de/profile/klaus-peter-willsch",2,"CDU",NA,NA,"Klaus-Peter","Willsch",NA,"m",1961,"Dipl. Volkswirt",NA,"MdB",32,30
"96",178,"Rheingau-Taunus - Limburg",119621,"https://www.abgeordnetenwatch.de/profile/alexander-mueller",4,"FDP",NA,NA,"Alexander","Müller",NA,"m",1969,"Dipl.-Informatiker","Niedernhausen","MdB",12,11
"97",178,"Rheingau-Taunus - Limburg",118131,"https://www.abgeordnetenwatch.de/profile/anna-luehrmann",5,"Bündnis 90/Die Grünen",NA,NA,"Anna","Lührmann",NA,"f",1983,"Studentin der Politik und Organisation (BA)",NA,"Mitglied des Deutschen Bundestages",1,NA
"98",178,"Rheingau-Taunus - Limburg",175340,"https://www.abgeordnetenwatch.de/profile/valentin-zill",8,"DIE LINKE",NA,NA,"Valentin","Zill",NA,"m",1986,NA,"Limburg an der Lahn",NA,1,NA
"99",178,"Rheingau-Taunus - Limburg",79073,"https://www.abgeordnetenwatch.de/profile/martin-rabanus",1,"SPD",NA,NA,"Martin","Rabanus",NA,"m",1971,"Hochschulstudium Politikwissenschaften, Jura, Soziolgie, Geschichte",NA,"MdB",26,25
"100",179,"Wiesbaden",177275,"https://www.abgeordnetenwatch.de/profile/yasmin-schulze",6,"PIRATEN",4,NA,"Yasmin","Schulze",NA,"f",1996,NA,"Wiesbaden","Studierende",NA,NA
"101",179,"Wiesbaden",28923,"https://www.abgeordnetenwatch.de/profile/alexander-hartmann",13,"BüSo",NA,NA,"Alexander","Hartmann",NA,"m",1961,"k.A.",NA,"Chefredakteur",NA,NA
"102",179,"Wiesbaden",176412,"https://www.abgeordnetenwatch.de/profile/samater-liban",193,"Volt",NA,NA,"Samater","Liban","Liban","m",1972,"Unternehmer, Angestellter und Politiker","Heidenrod","Innovations- & Transformationsmanager",NA,NA
"103",179,"Wiesbaden",176369,"https://www.abgeordnetenwatch.de/profile/ulrike-froehlich",201,"dieBasis",NA,NA,"Ulrike","Fröhlich",NA,NA,NA,NA,NA,NA,NA,NA
"104",179,"Wiesbaden",176100,"https://www.abgeordnetenwatch.de/profile/felicitas-klings",179,"Die Humanisten",2,NA,"Felicitas","Klings",NA,NA,1983,"Examinierte Gesundheits- und Kinderkrankenpflegerin","Wiesbaden","Arbeite als stv. Pflegedienstleiterin in der ambulanten Pflege",NA,NA
"105",179,"Wiesbaden",175992,"https://www.abgeordnetenwatch.de/profile/andre-wittmann",7,"FREIE WÄHLER",NA,NA,"Andre","Wittmann",NA,"m",1982,"Angestellter","Schauenburg","Kommunikation und Eventmanagement",NA,NA
"106",179,"Wiesbaden",121189,"https://www.abgeordnetenwatch.de/profile/erich-heidkamp",9,"AfD",NA,NA,"Erich","Heidkamp",NA,"m",1948,"Exportkaufmann",NA,"Geschäftsführer a.D. - MdL Hessischer Landtag",3,NA
"107",179,"Wiesbaden",145884,"https://www.abgeordnetenwatch.de/profile/ingmar-jung",2,"CDU",NA,NA,"Ingmar","Jung",NA,"m",1978,"Volljurist",NA,"MdB",20,NA
"108",179,"Wiesbaden",146365,"https://www.abgeordnetenwatch.de/profile/lucas-schwalbach",4,"FDP",NA,NA,"Lucas","Schwalbach",NA,"m",1991,NA,NA,"Student",1,NA
"109",179,"Wiesbaden",175674,"https://www.abgeordnetenwatch.de/profile/uta-brehm",5,"Bündnis 90/Die Grünen",17,"Dr.","Uta","Brehm",NA,"f",1988,"promovierte Soziologin",NA,"wissenschaftliche Mitarbeiterin an einem Bundesforschungsinstitut in Wiesbaden",1,NA
"110",179,"Wiesbaden",175477,"https://www.abgeordnetenwatch.de/profile/nadine-ruf",1,"SPD",NA,NA,"Nadine","Ruf",NA,"f",1978,"Diplom-Betriebswirtin","Wiesbaden","Wissenschaftliche Mitarbeiterin",1,1
"111",179,"Wiesbaden",175341,"https://www.abgeordnetenwatch.de/profile/daniel-winter-0",8,"DIE LINKE",8,NA,"Daniel","Winter",NA,"m",1986,"Diplom Verwaltungswirt FH","Wiesbaden","Polizeibeamter",NA,NA
"112",180,"Hanau",176284,"https://www.abgeordnetenwatch.de/profile/ralf-haussels",201,"dieBasis",NA,NA,"Ralf","Haußels",NA,NA,NA,NA,NA,NA,NA,NA
"113",180,"Hanau",159595,"https://www.abgeordnetenwatch.de/profile/christian-clauss",7,"FREIE WÄHLER",NA,NA,"Christian","Clauß",NA,"m",1962,"Kartograph (GIS)",NA,NA,NA,NA
"114",180,"Hanau",78851,"https://www.abgeordnetenwatch.de/profile/katja-leikert",2,"CDU",NA,NA,"Katja","Leikert",NA,"f",1975,"Politikwissenschaftlerin",NA,"MdB",19,17
"115",180,"Hanau",175736,"https://www.abgeordnetenwatch.de/profile/henrik-statz",4,"FDP",NA,NA,"Henrik","Statz",NA,"m",1974,"Unternehmer","Hanau","Inhaber eines Beratungsunternehmens",NA,NA
"116",180,"Hanau",135357,"https://www.abgeordnetenwatch.de/profile/marcus-bocklet",5,"Bündnis 90/Die Grünen",NA,NA,"Marcus","Bocklet",NA,"m",1964,"Studium der Sozialarbeit und BWL, Diplom-Sozialarbeiter",NA,"MdL",2,NA
"117",180,"Hanau",175441,"https://www.abgeordnetenwatch.de/profile/jan-lennard-oehl",1,"SPD",NA,NA,"Jan Lennard","Oehl",NA,"m",1993,"VWL Master","Nidderau","Analyst für Anleihen und Zertifikate",NA,NA
"118",180,"Hanau",175342,"https://www.abgeordnetenwatch.de/profile/alexander-kuhne",8,"DIE LINKE",NA,NA,"Alexander","Kuhne",NA,"m",1998,NA,"Hasselroth","Student",NA,NA
"119",181,"Main-Taunus",177223,"https://www.abgeordnetenwatch.de/profile/florian-sauer",16,"Die PARTEI",NA,NA,"Florian","Sauer",NA,"m",1983,"Kfz Elektriker, 10 Jahre Einzelhandel, Versuchfahrer, Lokführer","Hattersheim am Main","Triebfahrzeugführer bei DB Regio",2,1
"120",181,"Main-Taunus",177066,"https://www.abgeordnetenwatch.de/profile/gerhard-bergmann",9,"AfD",NA,NA,"Gerhard","Bergmann",NA,"m",1948,"Flugkapitän",NA,NA,NA,NA
"121",181,"Main-Taunus",176132,"https://www.abgeordnetenwatch.de/profile/holger-brueck",201,"dieBasis",NA,NA,"Holger","Brück",NA,NA,NA,NA,NA,NA,NA,NA
"122",181,"Main-Taunus",176104,"https://www.abgeordnetenwatch.de/profile/frank-bergmann",7,"FREIE WÄHLER",NA,NA,"Frank","Bergmann",NA,"m",NA,NA,"Liederbach",NA,NA,NA
